1400_1.png,41.45,0.997
1400_10.png,39.66,0.993
1400_2.png,41.51,0.997
1400_3.png,41.58,0.996
1400_4.png,41.23,0.996
1400_5.png,41.24,0.995
1400_6.png,40.81,0.996
1400_7.png,40.79,0.995
1400_8.png,40.46,0.995
1400_9.png,40.16,0.994
1401_1.png,44.44,0.997
1401_10.png,40.13,0.995
1401_2.png,43.84,0.996
1401_3.png,43.42,0.996
1401_4.png,42.93,0.996
1401_5.png,42.83,0.996
1401_6.png,42.32,0.996
1401_7.png,42.04,0.996
1401_8.png,40.97,0.995
1401_9.png,40.84,0.995
1402_1.png,42.94,0.997
1402_10.png,39.47,0.994
1402_2.png,43.02,0.997
1402_3.png,42.60,0.996
1402_4.png,42.44,0.996
1402_5.png,41.14,0.996
1402_6.png,41.33,0.996
1402_7.png,40.28,0.996
1402_8.png,39.81,0.995
1402_9.png,39.73,0.995
1403_1.png,42.91,0.996
1403_10.png,40.13,0.995
1403_2.png,43.99,0.997
1403_3.png,42.06,0.997
1403_4.png,42.09,0.997
1403_5.png,41.51,0.997
1403_6.png,41.76,0.996
1403_7.png,41.45,0.996
1403_8.png,41.25,0.996
1403_9.png,39.68,0.995
1404_1.png,42.34,0.998
1404_10.png,37.97,0.994
1404_2.png,42.03,0.998
1404_3.png,41.19,0.997
1404_4.png,40.61,0.997
1404_5.png,40.60,0.997
1404_6.png,40.17,0.996
1404_7.png,39.54,0.996
1404_8.png,39.32,0.995
1404_9.png,38.70,0.995
1405_1.png,40.87,0.998
1405_10.png,37.01,0.995
1405_2.png,39.37,0.998
1405_3.png,39.36,0.997
1405_4.png,38.83,0.997
1405_5.png,38.77,0.997
1405_6.png,37.88,0.997
1405_7.png,37.34,0.996
1405_8.png,37.59,0.996
1405_9.png,36.87,0.995
1406_1.png,42.36,0.998
1406_10.png,36.65,0.994
1406_2.png,41.60,0.998
1406_3.png,40.82,0.997
1406_4.png,39.55,0.997
1406_5.png,39.04,0.996
1406_6.png,38.62,0.996
1406_7.png,38.66,0.996
1406_8.png,37.59,0.995
1406_9.png,37.28,0.994
1407_1.png,41.16,0.998
1407_10.png,38.71,0.995
1407_2.png,40.96,0.998
1407_3.png,40.94,0.998
1407_4.png,40.71,0.998
1407_5.png,40.67,0.997
1407_6.png,40.48,0.997
1407_7.png,40.03,0.997
1407_8.png,39.67,0.996
1407_9.png,39.03,0.996
1408_1.png,43.42,0.999
1408_10.png,39.36,0.996
1408_2.png,43.18,0.999
1408_3.png,43.08,0.998
1408_4.png,42.08,0.998
1408_5.png,42.08,0.998
1408_6.png,41.07,0.997
1408_7.png,41.07,0.997
1408_8.png,40.54,0.997
1408_9.png,40.20,0.996
1409_1.png,41.92,0.998
1409_10.png,37.32,0.995
1409_2.png,41.30,0.998
1409_3.png,40.42,0.998
1409_4.png,40.40,0.997
1409_5.png,39.77,0.997
1409_6.png,38.61,0.996
1409_7.png,38.38,0.996
1409_8.png,37.69,0.996
1409_9.png,37.99,0.995
1410_1.png,39.35,0.998
1410_10.png,35.61,0.993
1410_2.png,39.08,0.997
1410_3.png,39.21,0.997
1410_4.png,38.77,0.997
1410_5.png,38.52,0.997
1410_6.png,37.71,0.996
1410_7.png,37.49,0.995
1410_8.png,36.44,0.995
1410_9.png,35.98,0.994
1411_1.png,41.69,0.998
1411_10.png,37.09,0.992
1411_2.png,41.09,0.997
1411_3.png,40.83,0.997
1411_4.png,40.18,0.995
1411_5.png,39.82,0.995
1411_6.png,39.25,0.994
1411_7.png,38.84,0.993
1411_8.png,38.52,0.994
1411_9.png,38.61,0.993
1412_1.png,37.11,0.996
