0001_0.8_0.2.jpg,33.27,0.988
0002_0.8_0.08.jpg,28.95,0.982
0003_0.8_0.2.jpg,34.07,0.961
0004_0.9_0.12.jpg,31.90,0.988
0006_0.85_0.08.jpg,36.71,0.989
0007_0.9_0.16.jpg,32.60,0.982
0009_0.8_0.16.jpg,31.90,0.979
0010_0.95_0.16.jpg,31.39,0.977
0011_0.95_0.16.jpg,33.84,0.966
0014_0.8_0.12.jpg,28.74,0.986
0016_0.8_0.08.jpg,28.87,0.984
0017_0.9_0.08.jpg,30.48,0.955
0018_0.9_0.2.jpg,34.50,0.988
0019_0.8_0.16.jpg,35.80,0.990
0021_0.8_0.08.jpg,35.10,0.991
0022_0.8_0.08.jpg,35.69,0.990
0023_0.85_0.12.jpg,37.55,0.984
0024_0.85_0.08.jpg,33.02,0.899
0025_0.8_0.16.jpg,34.19,0.986
0026_0.95_0.08.jpg,32.21,0.985
0029_0.85_0.08.jpg,34.93,0.986
0030_0.95_0.12.jpg,32.07,0.986
0033_0.85_0.08.jpg,35.16,0.990
0034_0.9_0.16.jpg,34.77,0.986
0036_1_0.08.jpg,34.92,0.993
0039_0.9_0.2.jpg,33.75,0.982
0040_1_0.08.jpg,35.71,0.991
0042_0.8_0.2.jpg,31.79,0.985
0045_0.8_0.16.jpg,33.67,0.990
0046_0.9_0.16.jpg,33.03,0.975
0047_0.9_0.12.jpg,32.57,0.946
0048_0.9_0.2.jpg,30.90,0.983
0049_0.85_0.12.jpg,37.06,0.993
0051_0.8_0.2.jpg,27.24,0.970
0051_0.95_0.12.jpg,25.25,0.959
0052_0.9_0.16.jpg,31.85,0.984
0053_0.9_0.12.jpg,33.61,0.982
0054_0.85_0.16.jpg,33.69,0.985
0055_0.85_0.12.jpg,33.66,0.974
0056_0.8_0.16.jpg,33.14,0.979
0057_0.8_0.12.jpg,24.78,0.982
0058_0.8_0.2.jpg,31.89,0.980
0059_0.9_0.12.jpg,35.35,0.990
0060_0.9_0.2.jpg,31.03,0.968
0061_0.8_0.2.jpg,26.03,0.944
0062_0.9_0.2.jpg,30.49,0.976
0063_0.8_0.16.jpg,28.45,0.980
0064_0.8_0.2.jpg,32.95,0.985
0065_0.9_0.12.jpg,35.10,0.991
0066_1_0.08.jpg,30.95,0.981
0068_1_0.16.jpg,28.37,0.978
0069_0.9_0.16.jpg,32.11,0.923
0070_0.9_0.12.jpg,33.80,0.986
0071_0.8_0.2.jpg,35.41,0.987
0072_0.9_0.2.jpg,36.13,0.953
0073_0.8_0.16.jpg,30.61,0.879
0074_0.8_0.2.jpg,34.17,0.978
0075_0.8_0.2.jpg,28.60,0.979
0076_0.8_0.2.jpg,27.69,0.947
0076_1_0.16.jpg,29.12,0.952
0077_0.8_0.2.jpg,33.48,0.942
0079_0.8_0.12.jpg,30.76,0.981
0081_0.8_0.2.jpg,30.46,0.986
0082_0.85_0.16.jpg,33.47,0.986
0083_0.85_0.12.jpg,32.84,0.980
0084_0.95_0.16.jpg,31.68,0.981
0085_0.95_0.08.jpg,32.55,0.976
0086_0.8_0.2.jpg,32.75,0.978
0086_0.95_0.12.jpg,32.19,0.977
0087_0.9_0.16.jpg,30.47,0.959
0088_0.9_0.12.jpg,32.24,0.988
0089_0.9_0.2.jpg,30.59,0.983
0090_0.85_0.12.jpg,33.99,0.992
0091_0.85_0.2.jpg,30.42,0.978
0092_0.85_0.2.jpg,31.02,0.982
0093_0.8_0.08.jpg,25.19,0.978
0094_0.8_0.2.jpg,32.54,0.986
0095_0.8_0.08.jpg,33.09,0.988
0096_0.8_0.2.jpg,31.09,0.983
